1e-08,299.758811576938
2e-08,299.758814452395
3e-08,299.758817341574
4e-08,299.758820188665
5e-08,299.758823098048
6e-08,299.758826000972
7e-08,299.758828866387
8e-08,299.758831746415
9e-08,299.758834603703
1e-07,299.758837450523
1.1e-07,299.758840304695
1.2e-07,299.758843117973
1.3e-07,299.75884591329
1.4e-07,299.758848753565
1.5e-07,299.758851603446
1.6e-07,299.758854504005
1.7e-07,299.758857394349
1.8e-07,299.758860248452
1.9e-07,299.758863169445
2e-07,299.758866021086
2.1e-07,299.758868922364
2.2e-07,299.758871796291
2.3e-07,299.758874659383
2.4e-07,299.758877603646
2.5e-07,299.75888043822
2.6e-07,299.758883283613
2.7e-07,299.758886126375
2.8e-07,299.75888904076
2.9e-07,299.758891869827
3e-07,299.758894710244
3.1e-07,299.758897572155
3.2e-07,299.758900438518
3.3e-07,299.758903304905
3.4e-07,299.758906171241
3.5e-07,299.758909079042
3.6e-07,299.758911958692
3.7e-07,299.758914876348
3.8e-07,299.758917692374
3.9e-07,299.758920595353
4e-07,299.758923426932
4.1e-07,299.758926272706
4.2e-07,299.758929137307
4.3e-07,299.758932003236
4.4e-07,299.758934843534
4.5e-07,299.758937728705
4.6e-07,299.758940603348
4.7e-07,299.758943461764
4.8e-07,299.758946360512
4.9e-07,299.758949196038
5e-07,299.758952097863
5.1e-07,299.758954967388
5.2e-07,299.758957810053
5.3e-07,299.758960637542
5.4e-07,299.758963493215
5.5e-07,299.758966339368
5.6e-07,299.758969185095
5.7e-07,299.758971999015
5.8e-07,299.758974878041
5.9e-07,299.758977812134
6e-07,299.758980697223
6.1e-07,299.758983593706
6.2e-07,299.758986476426
6.3e-07,299.758989342106
6.4e-07,299.758992206312
6.5e-07,299.758995060957
6.6e-07,299.758997960436
6.7e-07,299.759000828253
6.8e-07,299.759003716113
6.9e-07,299.759006625718
7e-07,299.759009453801
7.10000000000001e-07,299.759012365254
7.20000000000001e-07,299.759015254332
7.30000000000001e-07,299.759018173979
7.40000000000001e-07,299.759021017952
7.50000000000001e-07,299.759023878283
7.60000000000001e-07,299.759026752698
7.70000000000001e-07,299.75902962602
7.80000000000001e-07,299.759032492737
7.90000000000001e-07,299.75903534393
8.00000000000001e-07,299.759038224882
8.10000000000001e-07,299.759041118211
8.20000000000001e-07,299.75904396225
8.30000000000001e-07,299.759046851075
8.40000000000001e-07,299.759049731278
8.50000000000001e-07,299.75905259017
8.60000000000001e-07,299.759055460411
8.70000000000001e-07,299.759058326985
8.80000000000001e-07,299.75906114623
8.90000000000001e-07,299.759064008154
